tile,lon_min,lat_min,lon_max,lat_max
T30QYE,-1.12084265118,17.0756929934,-0.073872805448,18.0798197936
T30QZD,-0.194741184555,16.1579210789,0.850381160716,17.1652883998
T30QZE,-0.181577992109,17.0600500031,0.869569787462,18.0682622133
T30RTU,-6.13201748827,29.7058729413,-4.96671341419,30.7178664205
T30STA,-6.19295235387,31.5077453994,-5.00354457794,32.5210468637
T30STB,-6.2255333482,32.4087238164,-5.02324581048,33.4226979051
T30STC,-6.25959628299,33.3095455631,-5.04384720445,34.324205852
T30STD,-6.29518354418,34.2096670331,-5.06537352711,35.2250276976
T30STE,-6.332406520844,35.110164642334,-5.087891101837,36.126243591309
T30STF,-6.371318340302,36.010498046875,-5.111431121826,37.027309417725
T30STG,-6.411972522736,36.910118103027,-5.136024951935,37.927680969238
T30STH,-6.454503059387,37.810108184814,-5.161752223969,38.828441619873
T30STJ,-6.498976707458,38.70991897583,-5.188652038574,39.729042053223
T30SUB,-5.15103713342,32.431162035,-3.95959806134,33.4357787985
T30SUC,-5.17378006048,33.3327671071,-3.9693754185,34.3377366076
T30SUD,-5.197541713715,34.233688354492,-3.979591846466,35.239017486572
T30SUE,-5.222396373749,35.13500213623,-3.990279197693,36.140701293945
T30SUF,-5.248379707336,36.036167144775,-4.001451969147,37.042247772217
T30SUG,-5.275528430939,36.936641693115,-4.01312494278,37.943111419678
T30SUH,-5.30393075943,37.837501525879,-4.025336742401,38.844375610352
T30SUJ,-5.333632946014,38.738208770752,-4.038105010986,39.745494842529
T30SVC,-4.08758328379,33.346707299,-2.89388597356,34.3416174786
T30SVD,-4.09948015213,34.248107910156,-2.892724990845,35.243030548096
T30SVE,-4.111925125122,35.149913787842,-2.891510486603,36.144847869873
T30SVF,-4.124935150146,36.051578521729,-2.89024066925,37.046531677246
T30SVG,-4.13852930069,36.952564239502,-2.888914108276,37.947536468506
T30SVH,-4.15275144577,37.853950500488,-2.887526035309,38.848945617676
T30SVJ,-4.167624950409,38.755195617676,-2.886074304581,39.750213623047
T30SWC,-3.00021744694,33.3457570767,-1.80654779652,34.3416634592
T30SWD,-3.00021982193,34.247123718262,-1.793493270874,35.243076324463
T30SWE,-3.000222206116,35.148895263672,-1.779837846756,36.144897460938
T30SWF,-3.00022482872,36.05052947998,-1.765561938286,37.046581268311
T30SWG,-3.000227689743,36.951480865479,-1.750645756721,37.947589874268
T30SWH,-3.000230550766,37.852828979492,-1.735039830208,38.848999023438
T30SWJ,-3.000233411789,38.754035949707,-1.718719601631,39.750267028809
T30SXD,-1.91399387907,34.2317573471,-0.694854592948,35.2380875354
T30SXE,-1.90214616115,35.1330063316,-0.668785361013,36.1397407305
T30SXF,-1.889760255814,36.034103393555,-0.641532480717,37.041255950928
T30SXG,-1.876819729805,36.934509277344,-0.613057851791,37.942085266113
T30SXH,-1.863282442093,37.835300445557,-0.583267807961,38.843315124512
T30SXJ,-1.84912776947,38.735935211182,-0.552115023136,39.744400024414
T30SYD,-0.828936525537,34.2068165369,0.401994813971,35.2231329166
T30SYE,-0.805268715631,35.1072181615,0.440418736396,36.124284255
T30SYF,-0.780526492142,36.0074510114,0.480585508914,37.0252843026
T30SYG,-0.754676699638,36.906970977783,0.522550940514,37.925590515137
T30SYH,-0.727635800838,37.806858062744,0.566452801228,38.826282501221
T30SYJ,-0.699362576008,38.706562042236,0.612360537052,39.72681427002
T30TTK,-6.545463562012,39.60901260376,-5.216764450073,40.62894821167
T30TTL,-6.594124317169,40.508460998535,-5.246186256409,41.529235839844
T30TTM,-6.645045757294,41.407726287842,-5.276966571808,42.429359436035
T30TUK,-5.364680767059,39.638217926025,-4.051449298859,40.645927429199
T30TUL,-5.3971824646,40.538608551025,-4.065415382385,41.546760559082
T30TUM,-5.431196212769,41.438835144043,-4.080027103424,42.447444915771
T30TUN,-5.466782093048,42.338363647461,-4.095309257507,43.347438812256
T30TUP,-5.504071235657,43.238262176514,-4.111317157745,44.247829437256
T30TVK,-4.183172702789,39.655754089355,-2.884557008743,40.650798797607
T30TVL,-4.199449062347,40.556705474854,-2.882968425751,41.551784515381
T30TVM,-4.21648311615,41.457515716553,-2.881305932999,42.452629089355
T30TVN,-4.234305381775,42.357635498047,-2.879566431046,43.35279083252
T30TVP,-4.25298166275,43.258148193359,-2.87774348259,44.253353118896
T30TWK,-3.00023651123,39.654556274414,-1.701659321785,40.650856018066
T30TWL,-3.000239849091,40.555473327637,-1.683799624443,41.551845550537
T30TWM,-3.000243186951,41.456241607666,-1.665108442307,42.452690124512
T30TWN,-3.000246763229,42.356323242188,-1.645552635193,43.352855682373
T30TWP,-3.000250577927,43.25679397583,-1.625059962273,44.25341796875
T30TWS,-3.000262737274,45.956768035889,-1.557491898537,46.953708648682
T30TWT,-3.000267267227,46.856639862061,-1.532722592354,47.853702545166
T30TXK,-1.834334492683,39.635871887207,-0.519550681114,40.644798278809
T30TXL,-1.818852066994,40.536186218262,-0.485461622477,41.545593261719
T30TXM,-1.802654027939,41.436336517334,-0.449787080288,42.446239471436
T30TXN,-1.785712838173,42.335781097412,-0.41246381402,43.346199035645
T30TXP,-1.76796734333,43.235599517822,-0.373354017735,44.246551513672
T30TXQ,-1.749383091927,44.135250091553,-0.332378923893,45.146751403809
T30TXR,-1.729924321175,45.034191131592,-0.289455860853,46.046264648438
T30TXS,-1.709515929222,45.933498382568,-0.244415089488,46.946166992188
T30TXT,-1.688113093376,46.832630157471,-0.197153314948,47.845920562744
T30TYK,-0.66981446743,39.605548858643,0.660345673561,40.626647949219
T30TYL,-0.638890981674,40.504886627197,0.710574626923,41.526863098145
T30TYM,-0.60653924942,41.404033660889,0.763136446476,42.426910400391
T30TYN,-0.572704434395,42.302452087402,0.818123698235,43.32625579834
T30TYP,-0.53726452589,43.201210021973,0.875738918781,44.225975036621
T30TYQ,-0.500151216984,44.099769592285,0.936097562313,45.125526428223
T30TYR,-0.461293131113,44.997589111328,0.999320566654,46.024364471436
T30TYS,-0.42054054141,45.895736694336,1.065657138824,46.923572540283
T30TYT,-0.377804338932,46.793670654297,1.135258436203,47.822608947754
T30UUA,-5.821332454681,49.531730651855,-4.247217178345,50.545333862305
T30UUB,-5.876291751862,50.429714202881,-4.2706990242,51.443996429443
T30UUC,-5.934201717377,51.328052520752,-4.295421600342,52.343055725098
T30UUD,-5.995239257812,52.226211547852,-4.321455955505,53.241962432861
T30UUE,-6.059593677521,53.123645782471,-4.348879337311,54.140186309814
T30UUF,-6.127595901489,54.021430969238,-4.377827644348,55.038803100586
T30UUG,-6.199488639832,54.919025421143,-4.408398628235,55.937274932861
T30UUV,-5.769067764282,48.633029937744,-4.224868774414,49.645980834961
T30UVA,-4.411913871765,49.556488037109,-2.862230300903,50.552211761475
T30UVB,-4.439452171326,50.455265045166,-2.859542131424,51.451099395752
T30UVC,-4.468471050262,51.354431152344,-2.856709241867,52.350387573242
T30UVD,-4.499059677124,52.253448486328,-2.853723049164,53.249538421631
T30UVE,-4.531313419342,53.151779174805,-2.85057425499,54.148010253906
T30UVF,-4.565398216248,54.050495147705,-2.847246646881,55.046890258789
T30UVG,-4.601437091827,54.949066162109,-2.843728303909,55.945636749268
T30UWD,-3.000299692154,52.25159072876,-1.355053305626,53.249626159668
T30UWE,-3.000306129456,53.14986038208,-1.319664120674,54.148105621338
T30UWF,-3.000313043594,54.048515319824,-1.282265782356,55.046985626221
T30UWG,-3.000320196152,54.947017669678,-1.242724299431,55.945735931396
T30UWU,-3.000272035599,47.75581741333,-1.506730556488,48.75301361084
T30UXA,-1.617315649986,49.528419494629,-0.040613923222,50.543739318848
T30UXB,-1.591284871101,50.426292419434,0.017025008798,51.442352294922
T30UXC,-1.563879370689,51.324523925781,0.077757924795,52.341354370117
T30UXD,-1.535019636154,52.222564697266,0.141769900918,53.240207672119
T30UXG,-1.438642501831,54.915008544922,0.355968296528,55.93533706665
T30UXU,-1.665668606758,47.731044769287,-0.147561296821,48.744983673096
T30UXV,-1.642089247704,48.629821777344,-0.095427237451,49.644435882568
T30UYB,-0.184489890933,50.382122039795,1.45058965683,51.415897369385
T30UYC,-0.129784241319,51.278926849365,1.539979696274,52.314037322998
T30UYD,-0.072179965675,52.175483703613,1.634183049202,53.211994171143
T30UYE,-0.011507705785,53.071254730225,1.733490347862,54.109222412109
T30UYU,-0.332990586758,47.690849304199,1.208284378052,48.720928192139
T30UYV,-0.285913348198,48.588348388672,1.285045623779,49.619609832764
T30VUH,-6.275534629822,55.815891265869,-4.440698623657,56.835060119629
T30VUJ,-6.35617017746,56.71310043335,-4.474905490875,57.733242034912
T30VUK,-6.441734790802,57.610107421875,-4.511156082153,58.631278991699
T30VVH,-4.639561653137,55.846946716309,-2.840005874634,56.84370803833
T30VVJ,-4.679992198944,56.745220184326,-2.83605837822,57.742191314697
T30VVK,-4.722899436951,57.64334487915,-2.831868886948,58.640544891357
T30VVL,-4.768472194672,58.540786743164,-2.827418804169,59.538234710693
T30VWH,-3.000327825546,55.844829559326,-1.200894117355,56.843811035156
T30VWJ,-3.000335931778,56.743030548096,-1.156534671783,57.742298126221
T30VWK,-3.000344514847,57.641078948975,-1.109457850456,58.640655517578
T30VWL,-3.000353574753,58.538440704346,-1.059457302094,59.538349151611
T30VWM,-3.000363349915,59.436183929443,-1.00620675087,60.436458587646
T31NFJ,3.90563004812,7.14490149615,4.90413036268,8.14101940476
T31NGJ,4.81066681753,7.14028741261,5.81073385736,8.13797806731
T31NHJ,5.71578473425,7.13390171247,6.71715846465,8.13291027104
T31PBM,0.256088453402,9.85132047578,1.26534433059,10.8505622091
T31PBN,0.247481511698,10.7549018533,1.26038801793,11.7547042808
T31PBP,0.238135437815,11.6584246255,1.25497018221,12.6587864723
T31PBQ,0.228044389884,12.5613421072,1.24908751374,13.5622621536
T31PBR,0.217183049496,13.4647335416,1.24272530938,14.46621164
T31PBS,0.205542908761,14.3680522943,1.2358786269,15.3700883773
T31PBT,0.193116154445,15.2707519549,1.22854297275,16.2733460491
T31PCK,1.18047658313,8.04955600047,2.18140352902,9.04582460535
T31PCL,1.17569760978,8.95381175845,2.17948101124,9.95039567902
T31PCM,1.17044276734,9.85747881005,2.17734657695,10.8543748365
T31PCN,1.16469901833,10.7616374707,2.17499494731,11.7588430098
T31PCP,1.15846196531,11.665740832,2.17242432712,12.6632533526
T31PCQ,1.1517276966,12.5692421659,2.16963314305,13.5670592145
T31PCR,1.14447930135,13.4732217328,2.16661441549,14.4713414905
T31PCS,1.13671108563,14.3771328743,2.1633657958,15.3755536177
T31PCT,1.12841781758,15.280429155,2.15988514785,16.2791492706
T31PDK,2.0897560933,8.05256467056,3.088808099,9.04673260729
T31PDL,2.08736412982,8.95716348988,3.08904151036,9.95139617834
T31PDM,2.08473397418,9.86117502422,3.08929816523,10.8554682669
T31PDN,2.08185909762,10.76568018,3.08957870079,11.760029965
T31PDP,2.07873729554,11.6701320237,3.08988333229,12.664534421
T31PDQ,2.07536660609,12.5739838021,3.09021225129,13.5684349786
T31PDR,2.07173856054,13.4783163863,3.09056628434,14.472812699
T31PDS,2.06785030405,14.382583104,3.09094571017,15.377121017
T31PDT,2.0636992126,15.2862375051,3.09135078501,16.2808136044
T31PEK,2.99981801612,8.05235960109,3.99885736736,9.04674336508
T31PEL,2.99981753781,8.95693503734,4.00148210114,9.95140803202
T31PEM,2.99981701188,9.86092309167,4.00436820558,10.8554812216
T31PEN,2.99981643701,10.7654046302,4.00752284452,11.7600440278
T31PEP,2.99981581276,11.6698327211,4.01094843682,12.6645495989
T31PEQ,2.99981513875,12.5736606129,4.01464713496,13.5684512784
T31PER,2.99981441327,13.4779691351,4.01862823144,14.4728301296
T31PES,2.99981363576,14.3822116162,4.02289485856,15.3771395872
T31PET,2.99981280568,15.2858416073,4.02744989528,16.2808333231
T31PFK,3.90752763225,8.04915327057,4.90864685294,9.04561414017
T31PFL,3.90965894296,8.95336310801,4.91365956909,9.95016377401
T31PFM,3.91202518459,9.85698404895,4.91917142632,10.8541213912
T31PFN,3.91463220911,10.7610963298,4.92519609888,11.7585678865
T31PFP,3.91748200647,11.6651530453,4.93173819827,12.662956415
T31PFQ,3.92057632067,12.5686074711,4.93880182639,13.5667403277
T31PFR,3.92392288907,13.4725397857,4.94640471991,14.4710004808
T31PFS,3.9275243151,14.3764033327,4.9545528499,15.3751903123
T31PFT,3.9313829666,15.2796516784,4.9632517026,16.2787634972
T31PGK,4.8144588429,8.04394821136,5.81739495238,9.04222968127
T31PGL,4.8187179201,8.94756456081,5.8247878523,9.9464345482
T31PGM,4.8234464508,9.85058955963,5.83291684128,10.8500457838
T31PGN,4.82865612351,10.7541024225,5.84180206916,11.7541436852
T31PGP,4.83435090843,11.6575562881,5.85145031783,12.6581814291
T31PGQ,4.84053428355,12.5604044766,5.86186761562,13.5616123882
T31PGR,4.84722170259,13.4637261101,5.87308009683,14.465516799
T31PGS,4.85441835932,14.3669745574,5.88509654143,15.3693481088
T31PGT,4.86212897577,15.269603411,5.89792501202,16.2725600024
T31PHK,5.72146757417,8.0367446481,6.72595704951,9.03659015305
T31PHL,5.72785031611,8.93953966586,6.7357221812,9.94022055048
T31PHM,5.73493654678,9.841739946,6.74645949064,10.8432546307
T31PHN,5.74274376858,10.7444232905,6.75819556176,11.7467716961
T31PHP,5.75127791537,11.6470428996,6.77093931736,12.6502249592
T31PHQ,5.76054418162,12.5490521565,6.78469868133,13.5530678297
T31PHR,5.77056570638,13.451528723,6.79950812956,14.4563795123
T31PHS,5.78135025109,14.353926004,6.81537921136,15.3596134706
T31PHT,5.79290486823,15.2556976292,6.83232252409,16.2622234061
T31QBU,0.179871135687,16.1739116521,1.22069975427,17.177064898
T31QCU,1.11957835491,16.1841907646,2.15616364529,17.1832092985
T31QDU,2.05927469787,16.1903604167,3.09178254229,17.1849714845
T31QEU,2.99981192093,16.1899398918,4.03230495985,17.1849923625
T31QFU,3.93550862814,16.1833649276,4.97252345263,17.1828008442
T31SBA,-0.371318209195,36.0104972572,0.888568767067,37.0273076796
T31SBC,-0.45450296998,37.810108184814,0.838247776031,38.828441619873
T31SBD,-0.498976886272,38.70991897583,0.811348080635,39.729042053223
T31SBU,-0.295183544177,34.2096670331,0.934626472887,35.2250276976
T31SBV,-0.332406587589,35.1101654766,0.912108758348,36.1262426116
T31SCA,0.751620096053,36.0361676977,1.99854803704,37.0422472418
T31SCC,0.696069180965,37.837501525879,1.974663496017,38.844375610352
T31SCD,0.666367173195,38.738208770752,1.961895108223,39.745494842529
T31SCU,0.802458346601,34.2336873735,2.02040804828,35.239017584
T31SCV,0.777603533479,35.135001952,2.00972076437,36.1407019966
T31SDA,1.87506473736,36.0515787125,3.10975932078,37.0465322806
T31SDD,1.83237528801,38.755195617676,3.113925695419,39.750213623047
T31SDU,1.90051964338,34.2481073049,3.10727508847,35.2430301705
T31SDV,1.88807490782,35.1499120586,3.10848960795,36.1448492759
T31SEA,2.99977508317,36.0505282155,4.23443803134,37.0465830501
T31SED,2.999766588211,38.754035949707,4.281280517578,39.750267028809
T31SEU,2.99978017383,34.2471243765,4.20650672552,35.2430777118
T31SEV,2.99977768505,35.148895712,4.22016216889,36.1448984131
T31SFA,4.11023969132,36.0341050484,5.35846754627,37.0412540476
T31SFV,4.09785383885,35.1330063316,5.33121463899,36.1397407305
T31SGA,5.21947350786,36.0074510114,6.48058550891,37.0252843026
T31SGV,5.19473128437,35.1072181615,6.4404187364,36.124284255
T31TBE,-0.545463681221,39.60901260376,0.783235371113,40.62894821167
T31TBF,-0.594124555588,40.508460998535,0.753813862801,41.529235839844
T31TBG,-0.645045757294,41.407726287842,0.723033428192,42.429359436035
T31TCE,0.635319232941,39.638217926025,1.948550701141,40.645927429199
T31TCF,0.602817356586,40.538608551025,1.934584498405,41.546760559082
T31TCG,0.568803727627,41.438835144043,1.919972896576,42.447444915771
T31TCH,0.533217966557,42.338363647461,1.904690742493,43.347438812256
T31TCJ,0.495928585529,43.238262176514,1.888682961464,44.247829437256
T31TCK,0.456860512495,44.137996673584,1.871918678284,45.148071289062
T31TCL,0.415934890509,45.037021636963,1.854365468025,46.047626495361
T31TCM,0.372989803553,45.936420440674,1.835955500603,46.947574615479
T31TCN,0.327926754951,46.835643768311,1.816648483276,47.847370147705
T31TDE,1.81682741642,39.655754089355,3.115442991257,40.650798797607
T31TDF,1.800550937653,40.556705474854,3.117031574249,41.551784515381
T31TDG,1.783516645432,41.457515716553,3.118694067001,42.452629089355
T31TDH,1.765694499016,42.357635498047,3.120433568954,43.35279083252
T31TDJ,1.74701821804,43.258148193359,3.12225651741,44.253353118896
T31TDK,1.727450370789,44.158515930176,3.124166488647,45.153770446777
T31TDL,1.706951141357,45.058193206787,3.126167297363,46.053504943848
T31TDM,1.685439229012,45.95825958252,3.128267049789,46.953636169434
T31TDN,1.662865281105,46.858177185059,3.130470275879,47.853626251221
T31TEE,2.99976348877,39.654556274414,4.298340797424,40.650856018066
T31TEG,2.999756813049,41.456241607666,4.334891796112,42.452690124512
T31TEH,2.999753236771,42.356323242188,4.354447364807,43.352855682373
T31TEJ,2.999749422073,43.25679397583,4.374939918518,44.25341796875
T31TEK,2.999745607376,44.157115936279,4.396410942078,45.153839111328
T31TEL,2.99974155426,45.056747436523,4.418904304504,46.053573608398
T31TEM,2.999737262726,45.956768035889,4.442508220673,46.953708648682
T31TEN,2.999732732773,46.856639862061,4.467277526855,47.853702545166
T31TFE,4.165665626526,39.635871887207,5.480449199677,40.644798278809
T31TFH,4.214287281036,42.335781097412,5.587536334991,43.346199035645
T31TFJ,4.232032775879,43.235599517822,5.62664604187,44.246551513672
T31TFK,4.250617027283,44.135250091553,5.667621135712,45.146751403809
T31TFL,4.270075798035,45.034191131592,5.710544109344,46.046264648438
T31TFM,4.290483951569,45.933498382568,5.755584716797,46.946166992188
T31TFN,4.311886787415,46.832630157471,5.802846908569,47.845920562744
T31TGH,5.427295684814,42.302452087402,6.818123817444,43.32625579834
T31TGJ,5.462735652924,43.201210021973,6.875739097595,44.225975036621
T31TGK,5.499848842621,44.099769592285,6.936097621918,45.125526428223
T31TGL,5.53870677948,44.997589111328,6.99932050705,46.024364471436
T31TGM,5.579459667206,45.895736694336,7.065657138824,46.923572540283
T31TGN,5.622195720673,46.793670654297,7.135258674622,47.822608947754
T31UCP,0.280641496181,47.734153747559,1.79640173912,48.746479034424
T31UCQ,0.230932056904,48.633029937744,1.775130987167,49.645980834961
T31UCR,0.178667515516,49.531730651855,1.752783060074,50.545333862305
T31UCS,0.123708233237,50.429714202881,1.72930085659,51.443996429443
T31UCT,0.065798230469,51.328052520752,1.704578518867,52.343055725098
T31UCU,0.004760925192,52.226211547852,1.678544044495,53.241962432861
T31UCV,-0.059593684971,53.123645782471,1.651120781898,54.140186309814
T31UDP,1.639176845551,47.757404327393,3.132782697678,48.752937316895
T31UDQ,1.614272356033,48.657020568848,3.13521361351,49.652645111084
T31UDR,1.588086128235,49.556488037109,3.137769699097,50.552211761475
T31UDS,1.560547828674,50.455265045166,3.140457868576,51.451099395752
T31UDT,1.531528949738,51.354431152344,3.143290758133,52.350387573242
T31UDU,1.500940442085,52.253448486328,3.146276950836,53.249538421631
T31UEP,2.999727964401,47.75581741333,4.493269443512,48.75301361084
T31UEQ,2.999722957611,48.655384063721,4.520595550537,49.652721405029
T31UER,2.999717712402,49.554801940918,4.549328327179,50.552291870117
T31UES,2.999712228775,50.453521728516,4.579544067383,51.451183319092
T31UET,2.999706268311,51.352634429932,4.611384391785,52.350471496582
T31UFP,4.334331512451,47.731044769287,5.852438926697,48.744983673096
T31UFQ,4.357910633087,48.629821777344,5.904572963715,49.644435882568
T31UFR,4.382684230804,49.528419494629,5.959385871887,50.543739318848
T31UFS,4.408715248108,50.426292419434,6.017024993896,51.442352294922
T31UFT,4.436120510101,51.324523925781,6.077757835388,52.341354370117
T31UGP,5.667009353638,47.690849304199,7.208284378052,48.720928192139
T31UGQ,5.714086532593,48.588348388672,7.285045623779,49.619609832764
T31UGR,5.763545036316,49.485618591309,7.365742683411,50.518112182617
T31UGS,5.81551027298,50.382122039795,7.45058965683,51.415897369385
T31UGT,5.870215892792,51.278926849365,7.539979457855,52.314037322998
T31VEF,2.999646425247,58.538440704346,4.940542697906,59.538349151611
T32MPE,9.89863766021,-0.993271027185,10.8853584289,0.0
T32MQE,10.7966935204,-0.992902323876,11.7830478416,0.0
T32NKP,6.27757662858,7.14081482323,7.27750244523,8.13836343997
T32NLP,7.18478246741,7.14525850011,8.18311521678,8.14120853249
T32NMP,8.09191125891,7.14792556358,9.08859779498,8.14202447886
T32NNP,8.99981844707,7.14774377798,9.99649247446,8.142034146
T32NPJ,9.89957563355,2.62426141123,10.8888160183,3.61860943512
T32NPP,9.90563004812,7.14490149615,10.9041303627,8.14101940476
T32NQP,10.8106668175,7.14028741261,11.8107338574,8.13797806731
T32NRH,11.6960496164,1.71722069481,12.6841334422,2.71114974558
T32NRJ,11.6976528,2.62023867493,12.6873235939,3.61502372057
T32NRK,11.6999262291,3.52324093895,12.6914320945,4.51887769954
T32NRP,11.7157847343,7.13390171247,12.7171584646,8.13291027104
T32PKA,6.2171830495,13.4647335416,7.24272530938,14.46621164
T32PKB,6.20554290876,14.3680522943,7.2358786269,15.3700883773
T32PKQ,6.27112417569,8.04454317246,7.27389484113,9.04265853107
T32PKR,6.26396283452,8.94822735932,7.26984289807,9.94690708352
T32PKS,6.2560884534,9.85132047578,7.26534433059,10.8505622091
T32PKT,6.2474815117,10.7549018533,7.26038801793,11.7547042808
T32PKU,6.23813543782,11.6584246255,7.25497018221,12.6587864723
T32PKV,6.22804438988,12.5613421072,7.24908751374,13.5622621536
T32PLA,7.14447930135,13.4732217328,8.16661441549,14.4713414905
T32PLB,7.13671108563,14.3771328743,8.1633657958,15.3755536177
T32PLQ,7.18047658313,8.04955600047,8.18140352902,9.04582460535
T32PLR,7.17569760978,8.95381175845,8.17948101124,9.95039567902
T32PLS,7.17044276734,9.85747881005,8.17734657695,10.8543748365
T32PLT,7.16469901833,10.7616374707,8.17499494731,11.7588430098
T32PLU,7.15846196531,11.665740832,8.17242432712,12.6632533526
T32PLV,7.1517276966,12.5692421659,8.16963314305,13.5670592145
T32PMA,8.07173856054,13.4783163863,9.09056628434,14.472812699
T32PMQ,8.0897560933,8.05256467056,9.088808099,9.04673260729
T32PMR,8.08736412982,8.95716348988,9.08904151036,9.95139617834
T32PMS,8.08473397418,9.86117502422,9.08929816523,10.8554682669
T32PMT,8.08185909762,10.76568018,9.08957870079,11.760029965
T32PMU,8.07873729554,11.6701320237,9.08988333229,12.664534421
T32PMV,8.07536660609,12.5739838021,9.09021225129,13.5684349786
T32PNQ,8.99981801612,8.05235960109,9.99885736736,9.04674336508
T32PNR,8.99981753781,8.95693503734,10.0014821011,9.95140803202
T32PNS,8.99981701188,9.86092309167,10.0043682056,10.8554812216
T32PNT,8.99981643701,10.7654046302,10.0075228445,11.7600440278
T32PNU,8.99981581276,11.6698327211,10.0109484368,12.6645495989
T32PNV,8.99981513875,12.5736606129,10.014647135,13.5684512784
T32PPQ,9.90752763225,8.04915327057,10.9086468529,9.04561414017
T32PPR,9.90965894296,8.95336310801,10.9136595691,9.95016377401
T32PPS,9.91202518459,9.85698404895,10.9191714263,10.8541213912
T32PPT,9.91463220911,10.7610963298,10.9251960989,11.7585678865
T32PPU,9.91748200647,11.6651530453,10.9317381983,12.662956415
T32PPV,9.92057632067,12.5686074711,10.9388018264,13.5667403277
T32PQQ,10.8144588429,8.04394821136,11.8173949524,9.04222968127
T32PQR,10.8187179201,8.94756456081,11.8247878523,9.9464345482
T32PQS,10.8234464508,9.85058955963,11.8329168413,10.8500457838
T32PQT,10.8286561235,10.7541024225,11.8418020692,11.7541436852
T32PQU,10.8343509084,11.6575562881,11.8514503178,12.6581814291
T32PQV,10.8405342836,12.5604044766,11.8618676156,13.5616123882
T32PRQ,11.7214675742,8.0367446481,12.7259570495,9.03659015305
T32PRR,11.7278503161,8.93953966586,12.7357221812,9.94022055048
T32PRS,11.7349365468,9.841739946,12.7464594906,10.8432546307
T32PRT,11.7427437686,10.7444232905,12.7581955618,11.7467716961
T32PRU,11.7512779154,11.6470428996,12.7709393174,12.6502249592
T32PRV,11.7605441816,12.5490521565,12.7846986813,13.5530678297
T32SKE,5.66759341241,35.1101654766,6.91210875835,36.1262426116
T32SKF,5.6286817908,36.0104972572,6.88856876707,37.0273076796
T32SKG,5.58802752133,36.9101191611,6.86397495416,37.9276804329
T32SLC,6.82621993952,33.3327671071,8.0306245815,34.3377366076
T32SLE,6.77760353348,35.135001952,8.00972076437,36.1407019966
T32SLF,6.75162009605,36.0361676977,7.99854803704,37.0422472418
T32SLG,6.7244717638,36.936641907,7.98687485674,37.9431111742
T32SMC,7.91241671621,33.346707299,9.10611402644,34.3416174786
T32SMD,7.90051964338,34.2481073049,9.10727508847,35.2430301705
T32SMF,7.87506473736,36.0515787125,9.10975932078,37.0465322806
T32SMJ,7.832375049591,38.755195617676,9.113925933838,39.750213623047
T32SNC,8.99978255306,33.3457570767,10.1934522035,34.3416634592
T32SND,8.99978017383,34.2471243765,10.2065067255,35.2430777118
T32SNE,8.99977768505,35.148895712,10.2201621689,36.1448984131
T32SNF,8.99977508317,36.0505282155,10.2344380313,37.0465830501
T32SNG,8.99977236455,36.9514794714,10.2493542916,37.9475895716
T32SNJ,8.999766349792,38.754035949707,10.281280517578,39.750267028809
T32SPB,10.0638412313,32.4293591611,11.2563684196,33.4349091884
T32SPC,10.074680252,33.3309012795,11.2802227292,34.3368370866
T32SPD,10.0860061209,34.2317573471,11.3051454071,35.2380875354
T32SPE,10.0978538388,35.1330063316,11.331214639,36.1397407305
T32SPF,10.1102396913,36.0341050484,11.3584675463,37.0412540476
T32SPG,10.1231803148,36.9345107528,11.3869421575,37.9420853198
T32SQF,11.219473838806,36.00745010376,12.480585098267,37.025283813477
T32SQG,11.245323181152,36.906970977783,12.522550582886,37.925590515137
T32SQH,11.272364616394,37.806858062744,12.566452980042,38.826282501221
T32TLN,6.533217906952,42.338363647461,7.904690742493,43.347438812256
T32TLP,6.495928764343,43.238262176514,7.888682842255,44.247829437256
T32TLQ,6.456860542297,44.137996673584,7.871918678284,45.148071289062
T32TLR,6.41593503952,45.037021636963,7.854365348816,46.047626495361
T32TLS,6.372989654541,45.936420440674,7.835955619812,46.947574615479
T32TLT,6.327926635742,46.835643768311,7.816648483276,47.847370147705
T32TMK,7.816827297211,39.655754089355,9.115443229675,40.650798797607
T32TML,7.800550937653,40.556705474854,9.117032051086,41.551784515381
T32TMM,7.78351688385,41.457515716553,9.11869430542,42.452629089355
T32TMN,7.765694618225,42.357635498047,9.120433807373,43.35279083252
T32TMP,7.74701833725,43.258148193359,9.122256278992,44.253353118896
T32TMQ,7.727450370789,44.158515930176,9.124166488647,45.153770446777
T32TMR,7.706951141357,45.058193206787,9.126167297363,46.053504943848
T32TMS,7.685439109802,45.95825958252,9.128267288208,46.953636169434
T32TMT,7.662865161896,46.858177185059,9.130470275879,47.853626251221
T32TNK,8.99976348877,39.654556274414,10.298340797424,40.650856018066
T32TNL,8.999760627747,40.555473327637,10.316200256348,41.551845550537
T32TNM,8.999756813049,41.456241607666,10.334891319275,42.452690124512
T32TNN,8.999752998352,42.356323242188,10.354447364807,43.352855682373
T32TNP,8.999749183655,43.25679397583,10.374939918518,44.25341796875
T32TNQ,8.999745368958,44.157115936279,10.396410942078,45.153839111328
T32TNR,8.99974155426,45.056747436523,10.418904304504,46.053573608398
T32TNS,8.999736785889,45.956768035889,10.442507743835,46.953708648682
T32TNT,8.999732971191,46.856639862061,10.467277526855,47.853702545166
T32TPM,10.197345733643,41.436336517334,11.550212860107,42.446239471436
T32TPN,10.214286804199,42.335781097412,11.587535858154,43.346199035645
